City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,smithers,54.7804,-127.1743,8.18,49,75,2.57,CA,1713988635
362,khandyga,62.6667,135.6,0.37,98,100,2.62,RU,1713988635
363,weno,7.4515,151.8468,25.97,94,100,3.09,FM,1713988635
364,san antonio oeste,-40.7319,-64.9477,18.75,34,100,8.66,AR,1713988455
365,mega,4.05,38.3,18.72,81,100,1.98,ET,1713988635
366,masterton,-40.9597,175.6575,14.5,70,100,5.46,NZ,1713988635
367,mana,5.6592,-53.7767,27.52,70,91,3.62,GF,1713988635
368,flying fish cove,-10.4217,105.6791,26.82,94,75,3.6,CX,1713988635
369,zhashkiv,49.2454,30.1102,10.57,90,0,2.31,UA,1713988496
370,arkalyk,50.2486,66.9114,9.69,55,24,10.64,KZ,1713988635
371,dalbandin,28.8947,64.4101,21.26,52,93,5.13,PK,1713988635
372,lerwick,60.1545,-1.1494,3.0,69,100,8.12,GB,1713988635
373,motueka,-41.1333,173.0167,8.94,83,100,0.67,NZ,1713988636
374,kroya,-7.6331,109.2461,25.91,92,98,0.98,ID,1713988636
375,zaozersk,69.4005,32.4476,-0.25,92,100,8.25,RU,1713988636
376,semnan,35.5729,53.3971,12.19,61,83,2.97,IR,1713988636
377,sabang,5.8933,95.3214,29.35,76,100,2.23,ID,1713988636
378,coxen hole,16.3244,-86.5366,30.6,70,20,5.14,HN,1713988464
379,kulhudhuffushi,6.6221,73.07,29.17,74,57,1.75,MV,1713988636
380,maych'ew,12.7875,39.5422,15.78,84,93,2.06,ET,1713988636
381,carutapera,-1.195,-46.02,27.82,81,44,2.52,BR,1713988636
382,veseli nad luznici,49.1843,14.6973,4.2,80,78,2.44,CZ,1713988636
383,fasa,28.9383,53.6482,12.58,94,40,1.03,IR,1713988636
384,gusinoozyorsk,51.2833,106.5,-2.7,85,16,2.52,RU,1713988636
385,barreiras,-12.1528,-44.99,29.18,48,100,2.12,BR,1713988505
386,bage,-31.3314,-54.1069,17.88,52,0,2.06,BR,1713988636
387,olinda,-8.0089,-34.8553,29.85,70,40,5.14,BR,1713988636
388,pachora,20.6667,75.35,33.83,30,39,3.65,IN,1713988636
389,jwaneng,-24.6004,24.7303,21.74,30,0,2.11,BW,1713988636
390,kintampo,8.0563,-1.7306,29.72,58,91,1.1,GH,1713988636
391,bol,13.4586,14.7147,29.72,44,2,5.26,TD,1713988636
392,sao paulo de olivenca,-3.3783,-68.8725,26.63,79,100,1.05,BR,1713988636
393,arraial do cabo,-22.9661,-42.0278,30.98,66,0,3.09,BR,1713988636
394,callaway,30.153,-85.5699,26.03,60,0,5.66,US,1713988488
395,black river,18.0264,-77.8487,29.67,59,3,2.86,JM,1713988637
396,kruisfontein,-34.0033,24.7314,17.71,95,14,3.16,ZA,1713988637
397,esmeraldas,-19.7625,-44.3139,30.48,67,1,2.21,BR,1713988637
398,constantia,44.1833,28.65,12.61,75,100,1.95,RO,1713988637
399,amasra,41.7463,32.3863,15.92,74,100,1.9,TR,1713988443
400,vilyuysk,63.7553,121.6247,-8.89,91,71,4.92,RU,1713988637
401,brokopondo,4.75,-55.1667,31.17,54,78,2.56,SR,1713988637
402,esquina,-30.0144,-59.5272,17.25,63,100,4.14,AR,1713988637
403,caiaponia,-16.9567,-51.8103,28.08,58,19,1.79,BR,1713988637
404,skuodas,56.2667,21.5333,3.92,98,100,2.84,LT,1713988637
405,zhongshu,24.5167,103.7667,17.1,57,6,2.46,CN,1713988637
406,severo-yeniseyskiy,60.3725,93.0408,-2.5,97,100,1.8,RU,1713988637
407,tabou,4.423,-7.3528,28.31,82,91,3.99,CI,1713988637
408,funafuti,-8.5243,179.1942,29.0,89,40,1.03,TV,1713988637
409,pinckneyville,38.0803,-89.382,22.05,50,49,4.09,US,1713988637
410,fayzabad,37.1166,70.58,16.44,47,52,1.11,AF,1713988637
411,kapoeta,4.7717,33.5903,26.19,71,99,1.71,SS,1713988637
412,prado,-17.3411,-39.2208,26.32,79,14,2.39,BR,1713988637
413,leava,-14.3,-178.1667,28.98,75,16,2.55,WF,1713988638
414,linton,39.0348,-87.1658,16.88,70,10,5.34,US,1713988638
415,turpan,42.9333,89.1667,25.62,18,100,2.94,CN,1713988638
416,belle chasse,29.8549,-89.9906,28.33,55,75,3.09,US,1713988638
417,felgueiras,41.0652,-7.9335,10.2,76,52,1.78,PT,1713988638
418,uyskoye,54.3775,60.0047,4.97,57,100,3.67,RU,1713988638
419,san mateo del mar,16.2,-95.0,32.32,59,5,1.64,MX,1713988638
420,horta,38.5333,-28.6333,16.8,79,20,5.81,PT,1713988638
421,bokoro,12.3807,17.0568,36.23,11,36,1.81,TD,1713988638
422,contamana,-7.3333,-75.0167,28.12,71,100,0.7,PE,1713988638
423,raja,8.4596,25.678,30.25,13,42,1.74,SS,1713988638
424,big bend,-26.8167,31.9333,24.05,83,4,0.0,SZ,1713988638
425,ghat,24.9647,10.1728,26.79,19,0,5.37,LY,1713988638
426,kurchatov,51.6601,35.6521,10.23,79,94,8.1,RU,1713988638
427,waingapu,-9.6567,120.2641,25.38,85,100,3.63,ID,1713988638
428,ghanzi,-21.5667,21.7833,22.46,19,0,3.22,BW,1713988638
429,nikolayevsk-on-amure,53.1406,140.73,4.56,86,13,2.24,RU,1713988639
430,embarcacion,-23.209,-64.096,20.68,85,100,0.78,AR,1713988639
431,kamianets-podilskyi,48.6667,26.5667,7.33,86,97,1.42,UA,1713988639
432,noumea,-22.2763,166.4572,24.44,99,100,1.51,NC,1713988639
433,axim,4.8699,-2.2405,28.01,84,41,2.83,GH,1713988639
434,phayao,19.25,100.25,28.01,53,5,1.26,TH,1713988639
435,beyneu,45.3167,55.2,18.44,37,0,7.67,KZ,1713988357
436,tateyama,34.9833,139.8667,15.61,100,75,1.54,JP,1713988639
437,touros,-5.1989,-35.4608,28.1,78,7,5.09,BR,1713988504
438,nguruka,-5.1092,31.0419,19.07,94,40,1.44,TZ,1713988639
439,illizi,26.4833,8.4667,27.89,14,0,4.13,DZ,1713988639
440,thinadhoo,0.5333,72.9333,28.35,81,100,4.3,MV,1713988639
441,hualien city,23.9769,121.6044,22.53,88,94,0.98,TW,1713988639
442,ilhabela,-23.7781,-45.3581,25.55,75,100,1.0,BR,1713988467
443,bengkulu,-3.8004,102.2655,25.61,92,79,1.41,ID,1713988639
444,nishinoomote,30.7333,131.0,18.23,71,96,9.86,JP,1713988639
445,corunna,42.982,-84.1178,6.88,65,100,1.54,US,1713988639
446,tidjikja,18.5564,-11.4271,34.75,13,5,4.31,MR,1713988639
447,tuy hoa,13.0833,109.3,25.2,92,58,1.51,VN,1713988640
448,parauapebas,-6.0675,-49.9022,30.99,69,20,1.54,BR,1713988558
449,anloga,5.7947,0.8973,29.02,81,71,4.87,GH,1713988640
450,luebo,-5.35,21.4167,22.5,97,96,0.85,CD,1713988640
451,garden city,42.3256,-83.331,7.97,64,100,4.63,US,1713988590
452,salinopolis,-0.6136,-47.3561,28.01,79,62,3.63,BR,1713988640
453,ketchikan,55.3422,-131.6461,9.08,76,63,1.63,US,1713988640
454,kavaratti,10.5669,72.642,29.87,67,17,2.44,IN,1713988640
455,saiha,22.4833,92.9667,22.45,68,1,1.75,IN,1713988395
456,ha'il,27.5219,41.6907,25.01,22,0,1.03,SA,1713988640
457,ishinomaki,38.4167,141.3,13.28,99,100,2.51,JP,1713988640
458,beitbridge,-22.2167,30.0,24.64,58,0,2.49,ZW,1713988640
459,castelvetrano,37.6826,12.7916,11.75,82,14,7.17,IT,1713988640
460,nar'yan-mar,67.6713,53.087,-6.61,82,7,5.81,RU,1713988640
461,nichinan,31.6,131.3667,14.82,85,89,2.86,JP,1713988640
462,rufino,-34.2683,-62.7126,16.36,49,22,3.82,AR,1713988640
463,novokayakent,42.3937,47.9861,15.95,58,65,2.43,RU,1713988640
464,hadibu,12.65,54.0333,27.99,73,3,1.03,YE,1713988640
465,zagora,30.3484,-5.8365,27.25,14,15,3.54,MA,1713988640
466,tulun,54.5611,100.5792,-4.13,94,84,2.26,RU,1713988641
467,kyaikkami,16.08,97.5675,29.21,78,31,3.24,MM,1713988641
468,toliara,-23.35,43.6667,22.87,83,0,3.77,MG,1713988641
469,abu qurqas,27.9312,30.8384,32.66,7,99,2.55,EG,1713988641
470,gazli,40.1333,63.45,23.16,32,83,5.8,UZ,1713988641
471,soio,-6.1349,12.3689,26.97,84,99,1.8,AO,1713988641
472,harper,4.375,-7.7169,28.28,81,97,3.9,LR,1713988414
473,conceicao da barra,-18.5933,-39.7322,26.24,80,2,3.21,BR,1713988641
474,sungai penuh,-2.0833,101.3833,19.69,95,96,1.23,ID,1713988641
475,aioun,16.6614,-9.6149,37.38,11,0,3.61,MR,1713988641
476,tashtyp,52.7939,89.8983,-5.37,59,33,2.36,RU,1713988641
477,rethymno,35.3647,24.4714,17.33,67,100,0.73,GR,1713988641
478,veraval,20.9,70.3667,26.14,73,0,5.31,IN,1713988641
479,sandnessjoen,66.0217,12.6316,4.29,87,75,2.06,NO,1713988642
480,cove,7.221,2.3402,27.89,74,6,4.5,BJ,1713988642
481,bamboo flat,11.7,92.7167,27.15,82,92,2.18,IN,1713988642
482,cuyo,10.8525,121.0086,29.97,77,100,3.19,PH,1713988642
483,ntcheu,-14.8203,34.6359,17.07,71,11,1.63,MW,1713988642
484,callao,-12.0667,-77.15,22.16,78,20,4.63,PE,1713988383
485,inirida,3.8653,-67.9239,30.69,65,52,1.43,CO,1713988643
486,port saint john's,-31.6229,29.5448,21.62,92,55,3.95,ZA,1713988643
487,kita,13.0349,-9.4895,37.4,10,99,2.32,ML,1713988643
488,les cayes,18.2,-73.75,29.15,64,46,3.71,HT,1713988643
489,fort irwin,35.2627,-116.6848,25.9,18,0,2.57,US,1713988643
490,narrabri,-30.3167,149.7833,15.42,46,100,3.38,AU,1713988643
491,saint-denis,48.9167,2.3333,8.09,59,0,3.09,FR,1713988643
492,lompoc,34.6391,-120.4579,19.32,64,100,3.6,US,1713988643
493,assab,13.0092,42.7394,30.05,64,6,10.32,ER,1713988643
494,belmonte,-15.8631,-38.8828,26.47,86,5,2.89,BR,1713988643
495,oriximina,-1.7656,-55.8661,28.64,85,48,0.82,BR,1713988644
496,lagoa,39.05,-27.9833,15.11,76,9,7.66,PT,1713988644
497,gaiman,-43.2897,-65.4929,20.31,25,17,9.09,AR,1713988644
498,nishifukuma,33.7667,130.4667,13.42,84,3,3.54,JP,1713988644
499,pandan,14.0453,124.1694,25.69,83,37,2.81,PH,1713988644
500,dongning,44.0622,131.1207,6.24,89,3,1.92,CN,1713988644
501,abnub,27.2696,31.1511,32.12,7,91,2.24,EG,1713988644
502,ceeldheer,3.8488,47.1806,29.3,76,89,5.17,SO,1713988644
503,sos'va,59.1766,61.8558,0.03,55,100,3.58,RU,1713988645
504,lhokseumawe,5.1801,97.1507,26.39,87,100,1.64,ID,1713988645
505,mo i rana,66.3128,14.1428,2.26,69,75,3.6,NO,1713988645
506,biltine,14.5333,20.9167,35.07,14,46,1.66,TD,1713988645
507,nantucket,41.2835,-70.0995,14.08,78,40,7.72,US,1713988645
508,ippy,6.2679,21.2247,22.7,84,67,2.87,CF,1713988645
509,belo sur tsiribihina,-19.7,44.55,23.58,85,0,1.92,MG,1713988645
510,xinmin,41.9908,122.8253,12.14,59,43,8.55,CN,1713988645
511,bandar abbas,27.1865,56.2808,25.99,69,1,2.06,IR,1713988645
512,kon tum,14.35,108.0,22.17,86,33,0.78,VN,1713988645
513,kununurra,-15.7667,128.7333,24.99,61,98,2.57,AU,1713988645
514,abashiri,44.0213,144.2697,7.78,87,100,8.92,JP,1713988645
515,piacabucu,-10.4056,-36.4344,27.91,77,18,3.02,BR,1713988645
516,tiruchchendur,8.4833,78.1167,29.27,77,53,3.54,IN,1713988645
517,mount sterling,38.0565,-83.9433,20.03,48,75,2.57,US,1713988645
518,balabac,7.9868,117.0645,27.46,83,100,3.23,PH,1713988645
519,ezine,39.7856,26.3408,17.92,90,100,1.29,TR,1713988645
520,guerrero negro,27.9769,-114.0611,19.11,59,100,7.22,MX,1713988646
521,arteche,12.2645,125.4048,24.88,82,100,2.61,PH,1713988646
522,walvis bay,-22.9575,14.5053,14.53,94,0,1.03,NA,1713988647
523,demre,36.2537,29.9777,23.51,29,100,3.61,TR,1713988647
524,malangas,7.6303,123.0317,25.61,91,96,1.44,PH,1713988647
525,el abiodh sidi cheikh,32.893,0.5484,18.36,16,100,2.98,DZ,1713988647
526,ngaoundere,7.3167,13.5833,23.13,61,30,2.27,CM,1713988647
527,mossendjo,-2.9506,12.7261,22.33,98,100,1.13,CG,1713988647
528,iguatemi,-23.6803,-54.5611,30.6,49,100,1.51,BR,1713988647
529,ejura,7.3856,-1.3562,30.65,52,86,2.95,GH,1713988647
530,atlantic city,39.3643,-74.4229,21.74,44,75,6.69,US,1713988476
531,edd,13.9297,41.6925,33.15,51,21,2.33,ER,1713988647
532,port-gentil,-0.7193,8.7815,27.98,89,20,0.0,GA,1713988647
533,neiafu,-18.65,-173.9833,27.38,89,40,1.03,TO,1713988647
534,calingasta,-31.3308,-69.4078,27.41,8,11,10.32,AR,1713988647
535,saint-laurent-du-maroni,5.5039,-54.0289,29.8,56,100,3.06,GF,1713988647
536,changshu city,31.6462,120.7422,14.47,54,100,3.19,CN,1713988436
537,alo,7.4178,6.7371,30.45,61,89,1.24,NG,1713988648
538,undurkhaan,47.3194,110.6556,2.95,54,100,0.48,MN,1713988648
539,isangel,-19.55,169.2667,26.06,94,75,0.0,VU,1713988368
540,camana,-16.6228,-72.7111,22.04,83,53,4.4,PE,1713988648
541,antsiranana,-12.2787,49.2917,26.04,81,99,5.08,MG,1713988649
542,macapa,0.0389,-51.0664,27.99,89,75,7.2,BR,1713988267
543,den burg,53.0542,4.7972,6.99,81,75,3.09,NL,1713988649
544,cowra,-33.8333,148.6833,4.27,80,0,0.38,AU,1713988649
545,betafo,-19.8333,46.85,15.95,80,0,1.74,MG,1713988649
546,arafat,21.3594,39.9664,30.85,36,14,1.04,SA,1713988649
547,iglino,54.8324,56.4126,13.14,83,100,2.09,RU,1713988649
548,hagere maryam,5.6333,38.2333,16.24,97,100,1.73,ET,1713988649
549,ballina,-28.8667,153.5667,14.32,71,83,3.26,AU,1713988649
550,quthing,-30.4,27.7003,15.5,31,100,1.18,LS,1713988650
551,tolanaro,-25.0319,46.9987,24.04,88,40,4.12,MG,1713988650
552,muscat,23.6139,58.5922,28.5,46,0,0.47,OM,1713988623
553,angel r. cabada,18.5833,-95.4333,30.98,60,75,4.18,MX,1713988650
554,tianchang,37.9981,114.0156,19.54,27,81,4.21,CN,1713988650
555,talcahuano,-36.7167,-73.1167,13.82,77,75,6.17,CL,1713988215
556,tabina,7.4669,123.4081,27.1,83,97,1.24,PH,1713988650
557,slave lake,55.2834,-114.769,12.99,35,20,2.57,CA,1713988409
558,alipur,29.3846,70.9116,29.49,20,0,3.82,PK,1713988651
559,al ghayzah,16.2079,52.176,29.41,62,100,5.14,YE,1713988651
560,saldanha,-33.0117,17.9442,16.03,91,0,3.54,ZA,1713988651
561,gornopravdinsk,60.05,69.9,-7.93,92,8,1.82,RU,1713988651
562,atamyrat,37.8357,65.2106,26.19,27,100,10.19,TM,1713988652
563,six-fours-les-plages,43.0938,5.84,13.57,46,0,3.13,FR,1713988652
564,labrador city,52.9463,-66.9114,-4.34,57,100,5.66,CA,1713988653
565,bolivar,37.6145,-93.4105,22.12,36,85,1.95,US,1713988558
566,okhotsk,59.3833,143.3,-2.0,93,100,1.77,RU,1713988653
567,sibut,5.718,19.0739,26.1,73,69,2.43,CF,1713988653
568,kwang binh,17.4833,106.6,24.91,97,6,1.1,VN,1713988653
569,bonnyville,54.2668,-110.735,20.89,27,100,7.3,CA,1713988653
570,villa gesell,-37.2639,-56.973,16.7,66,55,4.31,AR,1713988653
571,stettler,52.3168,-112.7186,17.86,16,100,2.57,CA,1713988653
572,brigantine,39.4101,-74.3646,22.3,38,75,6.69,US,1713988653
573,broome,42.2506,-75.833,10.56,82,100,6.69,US,1713988653
574,ierapetra,35.01,25.7353,20.64,72,100,0.89,GR,1713988653
575,kitale,1.0157,35.0062,14.79,95,100,1.23,KE,1713988653
576,nagqu,31.5,92.0,-2.75,77,100,2.61,CN,1713988653
577,minas de marcona,-15.2119,-75.1103,21.54,62,99,8.13,PE,1713988654
578,ortakoy,38.7373,34.0387,21.14,27,100,3.15,TR,1713988655
579,jidong,45.2167,131.0833,7.13,87,17,1.1,CN,1713988655
